Species2_eBird,Sex,mean_Tarsus.Length,mean_Tail.Length,Family2,Order2,Wire.Tails
Aerodramus vanikorensis,F,9.15,53,Apodidae,Caprimulgiformes,N
Aerodramus vanikorensis,M,9.55,50.5,Apodidae,Caprimulgiformes,N
Aerodramus vulcanorum,F,9.3,55,Apodidae,Caprimulgiformes,N
Aerodramus vulcanorum,M,9.6,52,Apodidae,Caprimulgiformes,N
Aerodramus whiteheadi,M,10.7,50,Apodidae,Caprimulgiformes,N
Aeronautes andecolus,F,7.4,62,Apodidae,Caprimulgiformes,N
Aeronautes montivagus,F,8.233333333,46,Apodidae,Caprimulgiformes,N
Aeronautes montivagus,M,7.8,47,Apodidae,Caprimulgiformes,N
Aeronautes saxatalis,F,10.5,65.75,Apodidae,Caprimulgiformes,N
Aeronautes saxatalis,M,10.8,59.5,Apodidae,Caprimulgiformes,N
Aethia cristatella,F,26.35,34,Alcidae,Charadriiformes,N
Aethia cristatella,M,28.13333333,40.66666667,Alcidae,Charadriiformes,N
Aethia psittacula,F,29.85,40,Alcidae,Charadriiformes,N
Aethia psittacula,M,29.05,38,Alcidae,Charadriiformes,N
Aethia pusilla,F,18.05,26.5,Alcidae,Charadriiformes,N
Aethia pusilla,M,19.7,27.33333333,Alcidae,Charadriiformes,N
Aethia pygmaea,F,21.65,30.5,Alcidae,Charadriiformes,N
Aethia pygmaea,M,23.5,32,Alcidae,Charadriiformes,N
Aethopyga bella,F,12.1,22,Nectariniidae,Passeriformes,N
Aethopyga bella,M,12.725,28.25,Nectariniidae,Passeriformes,N
Aethopyga boltoni,F,15.43333333,37.6,Nectariniidae,Passeriformes,N
Aethopyga boltoni,M,15.425,43.05,Nectariniidae,Passeriformes,N
Aethopyga christinae,F,13.3,29.5,Nectariniidae,Passeriformes,N
Aethopyga christinae,M,14.075,44.5,Nectariniidae,Passeriformes,N
Aethopyga duyvenbodei,F,15.5,31,Nectariniidae,Passeriformes,N
Aethopyga duyvenbodei,M,16.83333333,39,Nectariniidae,Passeriformes,N
Aethopyga eximia,F,15.85,39,Nectariniidae,Passeriformes,N
Aethopyga eximia,M,15.93333333,55.66666667,Nectariniidae,Passeriformes,N
Aethopyga flagrans,F,15.1,31,Nectariniidae,Passeriformes,N
Aethopyga flagrans,M,14.9,30.5,Nectariniidae,Passeriformes,N
Aethopyga gouldiae,F,13.95,35,Nectariniidae,Passeriformes,N
Aethopyga gouldiae,M,13.85,80.25,Nectariniidae,Passeriformes,N
Aethopyga ignicauda,F,14.25,40,Nectariniidae,Passeriformes,N
Aethopyga ignicauda,M,15.6,109,Nectariniidae,Passeriformes,N
Aethopyga linaraborae,F,14.9,36.75,Nectariniidae,Passeriformes,N
Aethopyga linaraborae,M,16.05,43.55,Nectariniidae,Passeriformes,N
Aethopyga mystacalis,F,13.3,35,Nectariniidae,Passeriformes,N
Aethopyga mystacalis,M,13.3,43.66666667,Nectariniidae,Passeriformes,N
Aethopyga nipalensis,F,13.2,42,Nectariniidae,Passeriformes,N
Aethopyga nipalensis,M,13.25,65.5,Nectariniidae,Passeriformes,N
Aethopyga primigenia,F,15.83333333,32.6,Nectariniidae,Passeriformes,N
Aethopyga primigenia,M,16.3,36.3,Nectariniidae,Passeriformes,N
Aethopyga pulcherrima,F,14.3,22.5,Nectariniidae,Passeriformes,N
Aethopyga pulcherrima,M,14.8,29.66666667,Nectariniidae,Passeriformes,N
Aethopyga saturata,F,14,38.5,Nectariniidae,Passeriformes,N
Aethopyga saturata,M,14.16666667,78.33333333,Nectariniidae,Passeriformes,N
Aethopyga shelleyi,F,13.4,26,Nectariniidae,Passeriformes,N
Aethopyga shelleyi,M,13.33333333,45.83333333,Nectariniidae,Passeriformes,N
Aethopyga siparaja,F,12.875,36.125,Nectariniidae,Passeriformes,N
Aethopyga siparaja,M,12.98571429,40.10714286,Nectariniidae,Passeriformes,N
Aethopyga temminckii,F,13.1,27.5,Nectariniidae,Passeriformes,N
Aethopyga temminckii,M,14.1,48,Nectariniidae,Passeriformes,N
Aethopyga vigorsii,F,15.85,44,Nectariniidae,Passeriformes,N
Aethopyga vigorsii,M,15.65,55.5,Nectariniidae,Passeriformes,N
Afropavo congensis,F,85.6,152.8,Phasianidae,Galliformes,N
Afropavo congensis,M,101.3333333,164.4333333,Phasianidae,Galliformes,N
Agamia agami,F,90.8,85,Ardeidae,Pelecaniformes,N
Agamia agami,M,98.2,145,Ardeidae,Pelecaniformes,N
Agapornis canus,F,13.1,47.5,Psittaculidae,Psittaciformes,N
Agapornis canus,M,12.9,50,Psittaculidae,Psittaciformes,N
Agapornis fischeri,F,14.15,42.5,Psittaculidae,Psittaciformes,N
Agapornis fischeri,M,14.5,42.66666667,Psittaculidae,Psittaciformes,N
Agapornis lilianae,F,13.45,38.5,Psittaculidae,Psittaciformes,N
Agapornis lilianae,M,13.74,43,Psittaculidae,Psittaciformes,N
Agapornis nigrigenis,F,13,35.5,Psittaculidae,Psittaciformes,N
Agapornis nigrigenis,M,12.96,42.26,Psittaculidae,Psittaciformes,N
Agapornis personatus,F,14.3,45,Psittaculidae,Psittaciformes,N
Agapornis personatus,M,15.9,41,Psittaculidae,Psittaciformes,N
Agapornis pullarius,F,11.3,39.5,Psittaculidae,Psittaciformes,N
Agapornis pullarius,M,11.85,41.66666667,Psittaculidae,Psittaciformes,N
Agapornis roseicollis,F,14.45,43.5,Psittaculidae,Psittaciformes,N
Agapornis roseicollis,M,12.66666667,47.33333333,Psittaculidae,Psittaciformes,N
Agapornis swindernianus,F,10.1,32,Psittaculidae,Psittaciformes,N
Agapornis swindernianus,M,11.425,36,Psittaculidae,Psittaciformes,N
Agapornis taranta,F,13.7,47,Psittaculidae,Psittaciformes,N
Agapornis taranta,M,14.1,52.33333333,Psittaculidae,Psittaciformes,N
Agelaioides badius,F,26.925,71.25,Icteridae,Passeriformes,N
Agelaioides badius,M,26.7,80.8,Icteridae,Passeriformes,N
Agelaioides fringillarius,M,23.05,69.4,Icteridae,Passeriformes,N
Agelaius assimilis,F,26.25,69.5,Icteridae,Passeriformes,N
Agelaius assimilis,M,27.5,97,Icteridae,Passeriformes,N
Agelaius humeralis,M,23.8,86,Icteridae,Passeriformes,N
Agelaius phoeniceus,F,26.2,72.25,Icteridae,Passeriformes,N
Agelaius phoeniceus,M,28.74,95.6,Icteridae,Passeriformes,N
Agelaius tricolor,F,25.45,76.5,Icteridae,Passeriformes,N
Agelaius tricolor,M,27.9,89.5,Icteridae,Passeriformes,N
Agelaius xanthomus,F,22.1,78.5,Icteridae,Passeriformes,N
Agelaius xanthomus,M,21.85,88,Icteridae,Passeriformes,N
Agelastes meleagrides,F,67,145,Numididae,Galliformes,N
Agelastes meleagrides,M,77.35,151,Numididae,Galliformes,N
Agelastes niger,M,69.68,135.8,Numididae,Galliformes,N
Agelasticus cyanopus,F,23.7,75,Icteridae,Passeriformes,N
Agelasticus cyanopus,M,26,86.5,Icteridae,Passeriformes,N
Agelasticus thilius,F,26.2,71.5,Icteridae,Passeriformes,N
Agelasticus thilius,M,26.6,78,Icteridae,Passeriformes,N
Agelasticus xanthophthalmus,F,28.05,79.5,Icteridae,Passeriformes,N
Agelasticus xanthophthalmus,M,29.5,82,Icteridae,Passeriformes,N
Aglaeactis aliciae,F,8.4,47,Trochilidae,Caprimulgiformes,N
Aglaeactis aliciae,M,7.8,48.5,Trochilidae,Caprimulgiformes,N
Aglaeactis castelnaudii,F,9.2,47,Trochilidae,Caprimulgiformes,N
Aglaeactis castelnaudii,M,7.8,47.33333333,Trochilidae,Caprimulgiformes,N
Aglaeactis cupripennis,F,6.75,49.5,Trochilidae,Caprimulgiformes,N
Aglaeactis cupripennis,M,6.966666667,49.16666667,Trochilidae,Caprimulgiformes,N
Aglaeactis pamela,F,8.25,40.25,Trochilidae,Caprimulgiformes,N
Aglaeactis pamela,M,7.3,42.16666667,Trochilidae,Caprimulgiformes,N
Aglaiocercus berlepschi,F,5.35,40.85,Trochilidae,Caprimulgiformes,N
Aglaiocercus berlepschi,M,5.3,68.5,Trochilidae,Caprimulgiformes,N
Aglaiocercus coelestis,F,5.95,40.5,Trochilidae,Caprimulgiformes,N
Aglaiocercus coelestis,M,5.733333333,126.6666667,Trochilidae,Caprimulgiformes,N
Aglaiocercus kingii,F,6.077777778,42.94444444,Trochilidae,Caprimulgiformes,N
Aglaiocercus kingii,M,6.2,69,Trochilidae,Caprimulgiformes,N
Agraphospiza rubescens,F,17.25,55,Fringillidae,Passeriformes,N
Agraphospiza rubescens,M,17.9,62.33333333,Fringillidae,Passeriformes,N
Agricola infuscatus,F,24.9,75,Muscicapidae,Passeriformes,N
Agricola infuscatus,M,25.16666667,80.33333333,Muscicapidae,Passeriformes,N
Agricola pallidus,F,21.5,68.625,Muscicapidae,Passeriformes,N
Agricola pallidus,M,20.7,71.5,Muscicapidae,Passeriformes,N
Agriornis albicauda,F,36.2,100,Tyrannidae,Passeriformes,N
Agriornis albicauda,M,39.46666667,113.6666667,Tyrannidae,Passeriformes,N
Agriornis lividus,F,37.76666667,107.5666667,Tyrannidae,Passeriformes,N
Agriornis lividus,M,38.025,103.775,Tyrannidae,Passeriformes,N
Agriornis micropterus,F,33.46666667,97.1,Tyrannidae,Passeriformes,N
Agriornis micropterus,M,34.325,101.45,Tyrannidae,Passeriformes,N
Agriornis montanus,F,34.15,98.5,Tyrannidae,Passeriformes,N
Agriornis montanus,M,32.62,96.56,Tyrannidae,Passeriformes,N
Agriornis murinus,F,27.53333333,74.53333333,Tyrannidae,Passeriformes,N
Agriornis murinus,M,27.35,73.625,Tyrannidae,Passeriformes,N
Agropsar philippensis,F,24.7,47,Sturnidae,Passeriformes,N
Agropsar philippensis,M,25.8,50,Sturnidae,Passeriformes,N
Agropsar sturninus,F,25.4,50.5,Sturnidae,Passeriformes,N
Agropsar sturninus,M,25.43333333,52,Sturnidae,Passeriformes,N
Aidemosyne modesta,F,14.35,48.375,Estrildidae,Passeriformes,N
Aidemosyne modesta,M,14.86666667,52.83333333,Estrildidae,Passeriformes,N
Ailuroedus buccoides,F,36.25,86.5,Ptilonorhynchidae,Passeriformes,N
Ailuroedus buccoides,M,38.93333333,90.66666667,Ptilonorhynchidae,Passeriformes,N
Ailuroedus crassirostris,F,47.3,113,Ptilonorhynchidae,Passeriformes,N
Ailuroedus melanotis,F,45,115,Ptilonorhynchidae,Passeriformes,N
Ailuroedus melanotis,M,47,126,Ptilonorhynchidae,Passeriformes,N
Aimophila notosticta,F,23.4,70,Passerellidae,Passeriformes,N
Aimophila notosticta,M,25.3,80,Passerellidae,Passeriformes,N
Aimophila rufescens,F,25.4,76.5,Passerellidae,Passeriformes,N
Aimophila rufescens,M,26.1,75.33333333,Passerellidae,Passeriformes,N
Aimophila ruficeps,F,20.25,59.5,Passerellidae,Passeriformes,N
Aimophila ruficeps,M,19.4,64.5,Passerellidae,Passeriformes,N
Aix galericulata,F,34.15,91,Anatidae,Anseriformes,N
Aix galericulata,M,35.23333333,97,Anatidae,Anseriformes,N
Aix sponsa,F,30.53333333,102.3333333,Anatidae,Anseriformes,N
Aix sponsa,M,35.26666667,111.3333333,Anatidae,Anseriformes,N
Akletos goeldii,F,33.28888889,67.53333333,Thamnophilidae,Passeriformes,N
Akletos goeldii,M,34.47142857,71.22857143,Thamnophilidae,Passeriformes,N
Akletos melanoceps,F,32.075,61.275,Thamnophilidae,Passeriformes,N
Akletos melanoceps,M,31.975,62.125,Thamnophilidae,Passeriformes,N
Alaemon alaudipes,F,28.55,82.5,Alaudidae,Passeriformes,N
Alaemon alaudipes,M,32.23333333,93,Alaudidae,Passeriformes,N
Alaemon hamertoni,F,29.46666667,68,Alaudidae,Passeriformes,N
Alaemon hamertoni,M,29.25,77.5,Alaudidae,Passeriformes,N
Alauda arvensis,F,23.35,67.25,Alaudidae,Passeriformes,N
Alauda arvensis,M,23.69375,67.78125,Alaudidae,Passeriformes,N
Alauda gulgula,F,23.6,49,Alaudidae,Passeriformes,N
Alauda gulgula,M,23.22222222,52.88888889,Alaudidae,Passeriformes,N
Alauda leucoptera,F,20.56666667,65,Alaudidae,Passeriformes,N
Alauda leucoptera,M,20.95,73.5,Alaudidae,Passeriformes,N
Alauda razae,F,20.1,45.25,Alaudidae,Passeriformes,N
Alauda razae,M,21.4,47.66666667,Alaudidae,Passeriformes,N
Alaudala cheleensis,F,18.05,60.5,Alaudidae,Passeriformes,N
Alaudala cheleensis,M,18.7,65.33333333,Alaudidae,Passeriformes,N
Alaudala raytal,F,18.4,47,Alaudidae,Passeriformes,N
Alaudala raytal,M,18.36666667,51.66666667,Alaudidae,Passeriformes,N
Alaudala rufescens,F,17.6,53,Alaudidae,Passeriformes,N
Alaudala rufescens,M,18.75,55,Alaudidae,Passeriformes,N
Alaudala somalica,F,20.05,52,Alaudidae,Passeriformes,N
Alaudala somalica,M,18.94,53,Alaudidae,Passeriformes,N
Alca torda,F,31.3,88,Alcidae,Charadriiformes,N
Alca torda,M,31.7,87,Alcidae,Charadriiformes,N
Alcedo atthis,F,9.5,33,Alcedinidae,Coraciiformes,N
Alcedo atthis,M,9.333333333,33.33333333,Alcedinidae,Coraciiformes,N
Alcedo coerulescens,F,8.9,25.5,Alcedinidae,Coraciiformes,N
Alcedo coerulescens,M,8.7,26,Alcedinidae,Coraciiformes,N
Alcedo euryzona,F,10.725,33.75,Alcedinidae,Coraciiformes,N
Alcedo euryzona,M,11.4,36.14,Alcedinidae,Coraciiformes,N
Alcedo hercules,F,12.5,45,Alcedinidae,Coraciiformes,N
Alcedo hercules,M,11.85,45.5,Alcedinidae,Coraciiformes,N
Alcedo meninting,F,7.9,28.33333333,Alcedinidae,Coraciiformes,N
Alcedo meninting,M,8.775,29.5,Alcedinidae,Coraciiformes,N
Alcedo quadribrachys,F,11.6,35,Alcedinidae,Coraciiformes,N
Alcedo quadribrachys,M,11.8,36.25,Alcedinidae,Coraciiformes,N
Alcedo semitorquata,F,10.75,38,Alcedinidae,Coraciiformes,N
Alcedo semitorquata,M,10.6,40.33333333,Alcedinidae,Coraciiformes,N
Alcippe brunneicauda,F,21.2,60.5,Leiothrichidae,Passeriformes,N
Alcippe brunneicauda,M,20.86666667,62.33333333,Leiothrichidae,Passeriformes,N
Alcippe grotei,F,20.3,66,Leiothrichidae,Passeriformes,N
Alcippe grotei,M,20.45,65.5,Leiothrichidae,Passeriformes,N
Alcippe morrisonia,F,19.15,53.5,Leiothrichidae,Passeriformes,N
Alcippe morrisonia,M,19.23333333,51.66666667,Leiothrichidae,Passeriformes,N
Alcippe nipalensis,F,19.7,59.5,Leiothrichidae,Passeriformes,N
Alcippe nipalensis,M,20,57.33333333,Leiothrichidae,Passeriformes,N
Alcippe peracensis,F,24.36666667,65.33333333,Leiothrichidae,Passeriformes,N
Alcippe peracensis,M,20.55,69.5,Leiothrichidae,Passeriformes,N
Alcippe poioicephala,F,20.8,68.25,Leiothrichidae,Passeriformes,N
Alcippe poioicephala,M,21.43333333,63.66666667,Leiothrichidae,Passeriformes,N
Alcippe pyrrhoptera,F,22.55,63,Leiothrichidae,Passeriformes,N
Alcippe pyrrhoptera,M,21.93333333,66,Leiothrichidae,Passeriformes,N
Aleadryas rufinucha,F,29.1,66.5,Oreoicidae,Passeriformes,N
Aleadryas rufinucha,M,30.9,72.66666667,Oreoicidae,Passeriformes,N
Alectoris barbara,F,40.75,86.5,Phasianidae,Galliformes,N
Alectoris barbara,M,41.9,104.3333333,Phasianidae,Galliformes,N
Alectoris chukar,M,40.95,81,Phasianidae,Galliformes,N
Alectoris graeca,F,38.55,70.5,Phasianidae,Galliformes,N
Alectoris graeca,M,40.4,85.33333333,Phasianidae,Galliformes,N
Alectoris magna,F,38.6,92.5,Phasianidae,Galliformes,N
Alectoris magna,M,45.16666667,98.33333333,Phasianidae,Galliformes,N
Alectoris melanocephala,F,46.95,109.5,Phasianidae,Galliformes,N
Alectoris melanocephala,M,51.3,121,Phasianidae,Galliformes,N
Alectoris philbyi,F,39.55,98,Phasianidae,Galliformes,N
Alectoris philbyi,M,43.23333333,106.6666667,Phasianidae,Galliformes,N
Alectoris rufa,F,40.05,88.875,Phasianidae,Galliformes,N
Alectoris rufa,M,41.81818182,91.09090909,Phasianidae,Galliformes,N
Alectroenas madagascariensis,F,21.65,79.5,Columbidae,Columbiformes,N
Alectroenas madagascariensis,M,23,83.5,Columbidae,Columbiformes,N
Alectroenas pulcherrimus,F,25.8,78,Columbidae,Columbiformes,N
Alectroenas pulcherrimus,M,25.6,80,Columbidae,Columbiformes,N
Alectroenas sganzini,F,26.2,91.5,Columbidae,Columbiformes,N
Alectroenas sganzini,M,24.63333333,94,Columbidae,Columbiformes,N
Alectrurus risora,F,22.45,109,Tyrannidae,Passeriformes,N
Alectrurus risora,M,23.9,203.5,Tyrannidae,Passeriformes,N
Alectrurus tricolor,F,19.25,36,Tyrannidae,Passeriformes,N
Alectrurus tricolor,M,19.76666667,61.33333333,Tyrannidae,Passeriformes,N
Alectura lathami,F,73,213.5,Megapodiidae,Galliformes,N
Alectura lathami,M,88.25,223.5,Megapodiidae,Galliformes,N
Alethe castanea,F,23.9,63.75,Muscicapidae,Passeriformes,N
Alethe castanea,M,24.95,72.4,Muscicapidae,Passeriformes,N
Alethe diademata,F,24.05,76.5,Muscicapidae,Passeriformes,N
Alethe diademata,M,25.43333333,84.33333333,Muscicapidae,Passeriformes,N
Alipiopsitta xanthops,F,20,76.2,Psittacidae,Psittaciformes,N
Alipiopsitta xanthops,M,19.75,81.15,Psittacidae,Psittaciformes,N
Alisterus amboinensis,F,22.8,238,Psittaculidae,Psittaciformes,N
Alisterus amboinensis,M,21.95,217,Psittaculidae,Psittaciformes,N
Alisterus chloropterus,F,20.4,211,Psittaculidae,Psittaciformes,N
Alisterus chloropterus,M,20.7,203.3333333,Psittaculidae,Psittaciformes,N
Alisterus scapularis,F,22.1,210,Psittaculidae,Psittaciformes,N
Alisterus scapularis,M,20.66666667,200.6666667,Psittaculidae,Psittaciformes,N
Alle alle,F,20.46666667,34.33333333,Alcidae,Charadriiformes,N
Alle alle,M,19.35,34.5,Alcidae,Charadriiformes,N
Allenia fusca,F,27.5,95.5,Mimidae,Passeriformes,N
Allenia fusca,M,30.65,98,Mimidae,Passeriformes,N
Alopecoenas beccarii,F,26.125,53.375,Columbidae,Columbiformes,N
Alopecoenas beccarii,M,27.45,58.7,Columbidae,Columbiformes,N
Alopecoenas erythropterus,F,30.7,75,Columbidae,Columbiformes,N
Alopecoenas erythropterus,M,30.95,73.5,Columbidae,Columbiformes,N
Alopecoenas hoedtii,F,28.9,96,Columbidae,Columbiformes,N
Alopecoenas hoedtii,M,26.1,105.5,Columbidae,Columbiformes,N
Alopecoenas jobiensis,M,26.9,86,Columbidae,Columbiformes,N
Alopecoenas kubaryi,F,31.2,80,Columbidae,Columbiformes,N
Alopecoenas kubaryi,M,33.55,82.5,Columbidae,Columbiformes,N
Alopecoenas rubescens,F,26.55,59,Columbidae,Columbiformes,N
Alopecoenas rubescens,M,30.3,70.33333333,Columbidae,Columbiformes,N
Alopecoenas stairi,F,29.6,86.5,Columbidae,Columbiformes,N
Alopecoenas stairi,M,33,91.5,Columbidae,Columbiformes,N
Alopecoenas xanthonurus,F,28.65,79.5,Columbidae,Columbiformes,N
Alopecoenas xanthonurus,M,30.5,93.33333333,Columbidae,Columbiformes,N
Alophoixus affinis,F,19.1,87.5,Pycnonotidae,Passeriformes,N
Alophoixus affinis,M,19.5,99.5,Pycnonotidae,Passeriformes,N
Alophoixus bres,M,19.6,90,Pycnonotidae,Passeriformes,N
Alophoixus finschii,F,15.6,65,Pycnonotidae,Passeriformes,N
Alophoixus finschii,M,16.2,69.5,Pycnonotidae,Passeriformes,N
Alophoixus flaveolus,F,20.26666667,92.5,Pycnonotidae,Passeriformes,N
Alophoixus flaveolus,M,20.08,88.6,Pycnonotidae,Passeriformes,N
Alophoixus longirostris,M,21.55,111,Pycnonotidae,Passeriformes,N
Alophoixus mystacalis,F,18.9,95.5,Pycnonotidae,Passeriformes,N
Alophoixus mystacalis,M,18.25,94.5,Pycnonotidae,Passeriformes,N
Alophoixus ochraceus,F,20.35,93.5,Pycnonotidae,Passeriformes,N
Alophoixus ochraceus,M,20.16666667,98.33333333,Pycnonotidae,Passeriformes,N
Alophoixus pallidus,F,20.3,100,Pycnonotidae,Passeriformes,N
Alophoixus pallidus,M,19.96666667,105.6666667,Pycnonotidae,Passeriformes,N
Alophoixus phaeocephalus,F,18.55,75,Pycnonotidae,Passeriformes,N
Alophoixus phaeocephalus,M,17.63333333,84.33333333,Pycnonotidae,Passeriformes,N
Alophoixus tephrogenys,F,20.95,83,Pycnonotidae,Passeriformes,N
Alophoixus tephrogenys,M,18.75,81.5,Pycnonotidae,Passeriformes,N
Alopochelidon fucata,F,10.95,43.325,Hirundinidae,Passeriformes,N
Alopochelidon fucata,M,11.12,43.9,Hirundinidae,Passeriformes,N
Alopochen aegyptiaca,F,72.53333333,115.6666667,Anatidae,Anseriformes,N
Alopochen aegyptiaca,M,80.9,144,Anatidae,Anseriformes,N
Amadina erythrocephala,F,15.4,44,Estrildidae,Passeriformes,N
Amadina erythrocephala,M,14.46666667,52.66666667,Estrildidae,Passeriformes,N
Amadina fasciata,F,13.76666667,41.16666667,Estrildidae,Passeriformes,N
Amadina fasciata,M,14.625,41.5,Estrildidae,Passeriformes,N
Amalocichla incerta,F,35.5,58,Petroicidae,Passeriformes,N
Amalocichla incerta,M,37.26666667,63,Petroicidae,Passeriformes,N
Amalocichla sclateriana,F,45.9,75,Petroicidae,Passeriformes,N
Amalocichla sclateriana,M,46.35,81.5,Petroicidae,Passeriformes,N
Amandava amandava,F,13.1,41.5,Estrildidae,Passeriformes,N
Amandava amandava,M,12.63333333,38.66666667,Estrildidae,Passeriformes,N
Amandava formosa,F,14.2,39,Estrildidae,Passeriformes,N
Amandava formosa,M,14.06666667,38.83333333,Estrildidae,Passeriformes,N
Amandava subflava,F,11.6,32.5,Estrildidae,Passeriformes,N
Amandava subflava,M,11.96666667,35,Estrildidae,Passeriformes,N
Amaurolimnas concolor,F,37.7,43,Rallidae,Gruiformes,N
Amaurolimnas concolor,M,38.9,41,Rallidae,Gruiformes,N
Amaurornis isabellina,M,63,66,Rallidae,Gruiformes,N
Amaurornis marginalis,F,33.2,46.5,Rallidae,Gruiformes,N
Amaurornis marginalis,M,35.86666667,46.66666667,Rallidae,Gruiformes,N
Amaurornis moluccana,F,52,41.5,Rallidae,Gruiformes,N
Amaurornis moluccana,M,56.45,57.5,Rallidae,Gruiformes,N
Amaurornis olivacea,F,58.05,49.5,Rallidae,Gruiformes,N
Amaurornis olivacea,M,62.3,57,Rallidae,Gruiformes,N
Amaurornis phoenicurus,F,47.55,56,Rallidae,Gruiformes,N
Amaurornis phoenicurus,M,52.9,58.66666667,Rallidae,Gruiformes,N
Amaurospiza concolor,F,17.5,46,Cardinalidae,Passeriformes,N
Amaurospiza concolor,M,17.48,52.58,Cardinalidae,Passeriformes,N
Amaurospiza moesta,F,17.6,55,Cardinalidae,Passeriformes,N
Amaurospiza moesta,M,18.26666667,58.33333333,Cardinalidae,Passeriformes,N
Amazilia boucardi,F,6.1,32,Trochilidae,Caprimulgiformes,N
Amazilia boucardi,M,5.15,34,Trochilidae,Caprimulgiformes,N
Amazilia luciae,F,3.4,34,Trochilidae,Caprimulgiformes,N
Amazilia luciae,M,3.7,34,Trochilidae,Caprimulgiformes,N
Amazilia rutila,F,5.55,37.5,Trochilidae,Caprimulgiformes,N
Amazilia rutila,M,4.866666667,39.33333333,Trochilidae,Caprimulgiformes,N
Amazilia tzacatl,F,5.2,33,Trochilidae,Caprimulgiformes,N
Amazilia tzacatl,M,5.233333333,31.66666667,Trochilidae,Caprimulgiformes,N
Amazilia yucatanensis,F,6,35.5,Trochilidae,Caprimulgiformes,N
Amazilia yucatanensis,M,5.6,35,Trochilidae,Caprimulgiformes,N
Amazilis amazilia,F,6.75,36,Trochilidae,Caprimulgiformes,N
Amazilis amazilia,M,6.3,39,Trochilidae,Caprimulgiformes,N
Amazona aestiva,M,16.35,109.5,Psittacidae,Psittaciformes,N
Amazona agilis,M,18.85,78,Psittacidae,Psittaciformes,N
Amazona albifrons,F,19.2,91.25,Psittacidae,Psittaciformes,N
Amazona albifrons,M,17.88333333,81.25,Psittacidae,Psittaciformes,N
Amazona amazonica,F,21.16666667,106,Psittacidae,Psittaciformes,N
Amazona amazonica,M,23.42,98,Psittacidae,Psittaciformes,N
